Gender;Married;Dependents;Self_Employed;ApplicantIncome;CoapplicantIncome;LoanAmount;Loan_Amount_Term;Credit_History;Property_Area;Loan_Status
Male;Yes;3;No;6835;0;medium_high;medium_long_term;Nil;Semiurban;Y
Male;No;0;No;4452;0;medium_high;medium_long_term;1.0;Rural;Y
Female;Yes;0;No;2262;0;Nil;long_term;0.0;Semiurban;N
Male;Yes;1;No;3901;0;medium_high;medium_long_term;1.0;Urban;Y
Male;Yes;2;No;2687;0;low;medium_short_term;1.0;Rural;Y
Male;No;0;No;2243;2233;medium_high;medium_long_term;Nil;Semiurban;Y
Female;Yes;0;No;3417;1287;medium_high;medium_long_term;1.0;Semiurban;Y
Nil;No;0;No;1596;1760;medium_high;medium_long_term;0.0;Urban;N
Male;Yes;3;No;4513;0;medium_high;medium_long_term;1.0;Rural;Y
Male;Yes;0;No;4500;0;medium_high;medium_long_term;1.0;Semiurban;Y
Male;Yes;0;No;4523;1350;medium_high;medium_long_term;1.0;Urban;Y
Female;No;0;Yes;4742;0;medium_high;medium_long_term;1.0;Semiurban;N
Male;Yes;Nil;No;4082;0;medium_low;medium_long_term;1.0;Semiurban;Y
Female;No;0;No;3417;0;medium_high;medium_long_term;1.0;Urban;Y
Female;Yes;2;No;2922;3396;medium_high;medium_long_term;1.0;Semiurban;Y
Male;Yes;0;No;4167;4754;medium_high;medium_long_term;1.0;Rural;Y
Male;No;3;No;4243;4123;medium_high;medium_long_term;Nil;Semiurban;Y
Female;No;0;No;0;1760;medium_high;medium_long_term;1.0;Semiurban;N
Male;Yes;1;No;1516;2900;medium_low;Nil;0.0;Rural;N
Female;No;0;No;1762;2666;medium_high;medium_long_term;0.0;Urban;N
Male;Yes;2;No;724;3510;high;medium_long_term;0.0;Rural;N
Male;No;0;No;3125;0;medium_low;medium_long_term;1.0;Urban;Y
Male;Yes;0;No;2333;3803;medium_high;medium_long_term;1.0;Rural;Y
Male;Yes;3;No;3350;1560;medium_high;medium_long_term;1.0;Urban;Y
Male;No;0;No;2500;6414;medium_high;medium_long_term;0.0;Rural;N
Female;No;0;No;12500;0;high;medium_long_term;0.0;Urban;N
Male;No;0;No;4667;0;medium_high;medium_long_term;1.0;Semiurban;Y
Male;No;0;No;6500;0;medium_low;medium_long_term;0.0;Urban;N
Male;Yes;2;No;7500;0;high;medium_long_term;1.0;Urban;Y
Male;No;0;No;3073;0;medium_low;medium_short_term;1.0;Urban;Y
Male;Yes;1;No;3321;2088;medium_low;Nil;1.0;Semiurban;Y
Male;Yes;0;No;3333;1270;medium_high;medium_long_term;1.0;Urban;Y
Male;No;0;No;3391;0;medium_high;medium_long_term;1.0;Rural;Y
Male;Yes;1;Yes;3343;1517;medium_high;medium_long_term;1.0;Rural;Y
Female;No;1;No;3620;0;medium_low;medium_long_term;1.0;Urban;N
Male;No;0;No;4000;0;medium_low;medium_short_term;1.0;Urban;Y
Male;Yes;0;No;4258;0;medium_high;medium_long_term;1.0;Urban;Y
Male;Yes;2;No;4500;0;medium_high;medium_long_term;1.0;Rural;Y
Male;Yes;1;No;2014;2925;medium_high;medium_long_term;1.0;Rural;Y
Nil;No;Nil;No;3333;1250;medium_high;medium_long_term;1.0;Semiurban;Y
Female;No;3;No;4083;0;medium_high;medium_long_term;Nil;Semiurban;Y
Male;No;0;No;4727;0;medium_high;medium_long_term;0.0;Rural;N
Male;Yes;3;No;3089;2999;medium_low;medium_long_term;1.0;Rural;Y
Male;Yes;3;Nil;6794;528;medium_high;medium_long_term;0.0;Urban;N
Male;Yes;0;Yes;32000;0;very_high;medium_long_term;Nil;Semiurban;Y
Male;Yes;2;Yes;10890;0;high;short_term;1.0;Rural;N
Female;No;0;No;12941;0;medium_high;medium_long_term;1.0;Urban;Y
Male;No;0;No;3276;0;medium_low;medium_long_term;1.0;Semiurban;Y
Male;No;0;Yes;8703;0;medium_high;medium_long_term;0.0;Rural;N
Male;Yes;1;No;4742;717;medium_high;medium_long_term;1.0;Semiurban;Y
Male;No;0;No;5900;0;medium_high;medium_long_term;1.0;Urban;Y
Male;No;0;No;3071;4309;medium_high;medium_long_term;1.0;Urban;Y
Male;Yes;0;No;2783;1456;medium_high;medium_long_term;1.0;Urban;Y
Male;No;0;No;5000;0;medium_high;medium_long_term;1.0;Rural;Y
Male;Yes;1;No;2463;2360;medium_high;medium_long_term;0.0;Urban;N
Male;Yes;2;No;4855;0;medium_low;medium_long_term;1.0;Rural;Y
Male;No;0;Yes;1599;2474;medium_high;medium_long_term;1.0;Semiurban;Y
Male;Yes;2;Yes;4246;4246;high;medium_long_term;1.0;Urban;Y
Male;Yes;0;No;4333;2291;medium_high;medium_long_term;1.0;Rural;N
Male;No;1;No;5823;2529;medium_high;medium_long_term;1.0;Semiurban;Y
Male;Yes;0;No;7895;0;medium_high;medium_long_term;1.0;Rural;Y
Male;No;0;No;4150;4256;high;medium_long_term;1.0;Rural;Y
Male;No;0;Nil;2964;0;medium_low;medium_long_term;0.0;Semiurban;N
Male;No;0;No;5583;0;medium_high;medium_long_term;1.0;Urban;Y
Female;No;0;No;2708;0;medium_low;medium_long_term;1.0;Rural;N
Male;No;1;No;3180;2370;medium_low;medium_long_term;Nil;Rural;Y
Male;No;0;No;2268;0;medium_high;medium_long_term;0.0;Semiurban;N
Male;No;2;No;1141;2017;medium_high;medium_long_term;0.0;Urban;N
Male;Yes;0;No;3042;3167;medium_high;medium_long_term;1.0;Urban;Y
Female;Yes;3;Nil;1750;2935;medium_low;medium_long_term;0.0;Semiurban;N
Female;Yes;1;No;3564;0;medium_low;medium_long_term;1.0;Rural;N
Female;No;0;No;3958;0;medium_high;medium_long_term;1.0;Rural;Y
Male;Yes;2;No;4483;0;medium_high;medium_long_term;1.0;Rural;Y
Male;Yes;0;No;5225;0;medium_high;medium_long_term;1.0;Rural;Y
Male;No;0;No;3017;2845;medium_high;medium_short_term;0.0;Urban;N
Male;Yes;0;No;2431;1820;medium_high;medium_long_term;0.0;Rural;N
Male;Yes;2;Nil;4912;4614;medium_high;medium_long_term;1.0;Rural;Y
Male;Yes;2;No;2500;3333;medium_high;medium_long_term;1.0;Urban;Y
Female;No;0;No;2918;0;medium_low;medium_long_term;Nil;Rural;Y
Male;Yes;2;No;5128;0;medium_high;medium_long_term;1.0;Rural;Y
Male;Yes;3;No;15312;0;medium_high;medium_long_term;Nil;Urban;Y
Male;Yes;2;No;3958;2632;medium_high;medium_long_term;1.0;Semiurban;Y
Male;Yes;0;No;4334;2945;medium_high;medium_long_term;1.0;Semiurban;Y
Male;Yes;2;No;4358;0;medium_high;medium_long_term;1.0;Urban;Y
Female;Yes;1;No;4000;3917;medium_high;medium_long_term;1.0;Rural;N
Male;Yes;3;No;10166;750;medium_high;Nil;1.0;Urban;Y
Male;Yes;0;No;4483;0;medium_high;medium_long_term;Nil;Semiurban;Y
Male;Yes;2;No;4521;1184;medium_high;medium_long_term;1.0;Semiurban;Y
Male;Yes;2;No;9167;0;high;medium_long_term;1.0;Semiurban;Y
Male;Yes;0;No;13083;0;Nil;medium_long_term;1.0;Rural;Y
Male;Yes;2;No;7874;3967;high;medium_long_term;1.0;Rural;Y
Female;Yes;1;No;4333;0;medium_high;medium_short_term;1.0;Rural;N
Male;No;0;No;4083;0;medium_low;medium_long_term;1.0;Urban;Y
Male;Yes;2;Nil;3785;2912;medium_high;medium_long_term;0.0;Rural;N
Male;Yes;3;No;2654;1998;medium_high;medium_long_term;0.0;Rural;N
Male;Yes;1;No;10000;2690;very_high;medium_long_term;1.0;Semiurban;Y
Male;No;0;Yes;5833;0;medium_high;medium_long_term;1.0;Urban;Y
Male;Yes;1;No;4796;0;medium_high;medium_long_term;0.0;Semiurban;N
Male;Yes;0;No;2000;1600;medium_high;medium_long_term;1.0;Rural;N
Male;Yes;2;No;2540;700;medium_high;medium_long_term;0.0;Urban;N
Male;Yes;0;Yes;1900;1442;medium_low;medium_long_term;1.0;Rural;Y
Male;Yes;0;Yes;8706;0;medium_high;long_term;1.0;Rural;Y
Male;Yes;3;No;2855;542;medium_low;medium_long_term;1.0;Urban;Y
Male;Yes;Nil;No;3016;1300;medium_low;medium_long_term;Nil;Urban;Y
Female;Yes;0;No;3159;2374;medium_high;medium_long_term;1.0;Semiurban;Y
Female;No;0;No;1937;1152;medium_low;medium_long_term;1.0;Semiurban;Y
Male;Yes;0;No;2613;2417;medium_high;medium_long_term;1.0;Semiurban;Y
Male;Yes;1;No;4960;2600;medium_high;medium_long_term;1.0;Semiurban;Y
Male;Yes;1;No;3074;1083;medium_high;medium_long_term;1.0;Semiurban;Y
Female;No;0;No;4213;0;medium_low;medium_long_term;1.0;Urban;Y
Nil;No;1;No;2038;4027;medium_low;medium_long_term;1.0;Rural;Y
Female;No;0;No;2362;0;medium_low;medium_long_term;1.0;Urban;Y
Male;No;0;No;5333;2400;medium_high;medium_long_term;0.0;Rural;N
Male;Yes;3;Yes;5384;0;medium_high;medium_long_term;1.0;Semiurban;Y
Male;No;0;No;5708;0;medium_high;medium_long_term;1.0;Rural;Y
Male;Yes;0;No;3754;3719;medium_high;Nil;1.0;Rural;Y
Male;Yes;0;No;2914;2130;medium_high;medium_long_term;1.0;Urban;Y
Male;Yes;0;No;2747;2458;medium_high;short_term;1.0;Semiurban;Y
Male;Yes;0;No;7830;2183;high;medium_long_term;1.0;Rural;Y
Male;Yes;1;Yes;3507;3148;high;medium_long_term;1.0;Rural;N
Male;Yes;1;No;3747;2139;medium_high;medium_long_term;1.0;Urban;Y
Male;Yes;0;No;2166;2166;medium_high;medium_long_term;Nil;Urban;Y
Male;Yes;0;No;3500;2168;medium_high;medium_long_term;1.0;Rural;Y
Male;Yes;2;No;2896;0;medium_low;long_term;1.0;Urban;Y
Female;No;1;No;5062;0;medium_high;medium_long_term;1.0;Rural;Y
Female;No;2;Yes;5184;0;medium_high;medium_long_term;0.0;Semiurban;N
Female;No;0;No;2545;0;medium_low;medium_long_term;1.0;Urban;Y
Male;Yes;0;No;2553;1768;medium_high;medium_long_term;1.0;Urban;Y
Male;Yes;1;No;3436;3809;medium_high;medium_long_term;1.0;Rural;Y
Male;No;0;No;2412;2755;medium_high;medium_long_term;1.0;Rural;Y
Male;Yes;3;No;5180;0;medium_high;medium_long_term;0.0;Urban;N
Male;No;0;No;14911;14507;medium_high;medium_long_term;1.0;Semiurban;Y
Nil;No;0;Yes;2860;2988;medium_high;medium_long_term;1.0;Urban;Y
Male;Yes;0;No;1173;1594;low;medium_short_term;1.0;Rural;Y
Female;No;1;No;7600;0;medium_low;medium_long_term;1.0;Semiurban;Y
Female;Yes;0;No;2157;1788;medium_high;medium_long_term;1.0;Urban;Y
Male;No;0;No;2231;2774;medium_high;medium_long_term;0.0;Urban;N
Female;No;0;No;2274;5211;medium_high;medium_long_term;0.0;Semiurban;N
Male;Yes;2;No;6166;13983;medium_high;medium_long_term;1.0;Rural;Y
Male;Yes;2;No;2513;1110;medium_high;medium_long_term;1.0;Semiurban;Y
Male;No;0;No;4333;0;medium_low;long_term;1.0;Urban;N
Male;No;0;No;3844;0;medium_high;medium_long_term;1.0;Urban;Y
Male;Yes;0;No;3887;1517;medium_high;medium_long_term;0.0;Semiurban;N
Male;Yes;0;No;3510;828;medium_high;medium_long_term;1.0;Semiurban;Y
Male;Yes;0;Nil;2539;1704;medium_high;medium_long_term;0.0;Rural;N
Female;No;0;No;2107;0;medium_low;medium_long_term;1.0;Semiurban;Y
Nil;Yes;0;No;3186;3145;medium_high;medium_short_term;0.0;Semiurban;N
Male;Yes;2;Yes;5000;2166;medium_high;medium_long_term;1.0;Urban;Y
Male;Yes;Nil;No;10000;0;Nil;medium_long_term;1.0;Urban;Y
Male;Yes;0;Yes;3943;0;medium_low;medium_long_term;1.0;Semiurban;Y
Male;No;0;No;2925;0;low;medium_short_term;1.0;Rural;Y
Male;Yes;3;No;3242;437;medium_high;long_term;0.0;Urban;N
Male;Yes;Nil;No;3863;0;medium_low;medium_long_term;1.0;Semiurban;Y
Female;No;1;No;4028;0;medium_high;medium_long_term;1.0;Semiurban;Y
Male;Yes;2;No;4010;1025;medium_high;medium_long_term;1.0;Urban;Y
Female;Yes;1;No;3719;1585;medium_high;medium_long_term;1.0;Urban;Y
Male;No;0;Nil;2858;0;medium_high;medium_long_term;0.0;Rural;N
Female;Yes;0;No;3833;0;medium_low;medium_long_term;1.0;Rural;Y
Male;Yes;0;No;3333;4288;medium_high;medium_long_term;1.0;Urban;Y
Male;Yes;0;No;3007;3725;medium_high;medium_long_term;1.0;Rural;Y
Female;No;1;Nil;1850;4583;medium_low;medium_long_term;Nil;Rural;Y
Male;Yes;3;No;2792;2619;medium_high;medium_long_term;1.0;Semiurban;Y
Male;Yes;0;No;2982;1550;medium_high;medium_long_term;1.0;Semiurban;Y
Male;No;0;No;3417;738;medium_low;medium_long_term;Nil;Rural;Y
Male;Yes;1;No;18840;0;medium_high;medium_long_term;1.0;Rural;Y
Male;Yes;2;No;2995;1120;medium_high;medium_long_term;1.0;Rural;Y
Male;No;Nil;No;3579;3308;medium_high;medium_long_term;Nil;Semiurban;Y
Female;Yes;1;No;3835;1400;medium_high;long_term;0.0;Urban;N
Female;No;1;No;3854;3575;medium_high;medium_long_term;1.0;Rural;Y
Male;Yes;2;No;5833;750;low;medium_long_term;0.0;Rural;N
Male;No;0;No;3508;0;medium_low;medium_long_term;1.0;Rural;Y
Female;Yes;3;No;1635;2444;medium_low;medium_long_term;1.0;Urban;Y
Female;No;0;Yes;3333;3916;high;medium_long_term;1.0;Rural;N
Male;No;1;No;24797;0;high;medium_long_term;1.0;Semiurban;N
Male;Yes;2;No;5667;440;medium_high;medium_long_term;0.0;Semiurban;N
Female;No;0;No;3500;0;medium_low;medium_long_term;0.0;Semiurban;N
Male;Yes;3;No;2773;1497;medium_high;medium_long_term;1.0;Semiurban;Y
Male;Yes;0;Nil;6500;0;medium_high;medium_long_term;1.0;Urban;Y
Female;No;0;No;5769;0;medium_high;medium_short_term;1.0;Semiurban;N
Male;Yes;3;Nil;3634;910;medium_high;medium_long_term;0.0;Semiurban;N
Nil;No;0;No;29167;0;medium_high;medium_long_term;1.0;Semiurban;N
Male;No;0;No;2166;2057;medium_high;medium_long_term;1.0;Semiurban;Y
Male;Yes;0;No;5000;0;medium_high;medium_long_term;1.0;Rural;Y
Female;No;0;No;5530;0;medium_high;medium_long_term;Nil;Urban;Y
Male;No;0;No;9000;0;medium_high;medium_long_term;1.0;Rural;N
Female;Yes;2;No;10000;11666;very_high;medium_long_term;1.0;Urban;Y
Male;Yes;1;Nil;8750;0;high;medium_long_term;1.0;Urban;Y
Male;Yes;0;No;2157;2730;medium_high;medium_long_term;Nil;Rural;Y
Male;No;0;Nil;1972;4347;medium_high;medium_long_term;1.0;Rural;Y
Male;No;0;No;4983;0;medium_high;medium_long_term;1.0;Urban;Y
Male;Yes;1;No;8333;4000;Nil;medium_long_term;1.0;Urban;Y
Male;Yes;0;No;3667;2000;medium_high;medium_long_term;1.0;Semiurban;Y
Male;Yes;2;No;3166;2833;medium_high;medium_long_term;1.0;Urban;Y
Male;No;0;No;3271;0;medium_low;medium_long_term;1.0;Rural;Y
Female;Yes;0;No;2241;2000;medium_low;medium_long_term;0.0;Urban;N
Male;Yes;1;Nil;1792;2565;medium_high;medium_long_term;1.0;Urban;Y
Female;Yes;0;No;2666;0;medium_low;long_term;1.0;Semiurban;N
Nil;No;0;No;6478;0;medium_high;medium_long_term;1.0;Semiurban;Y
Male;No;0;Nil;3808;0;medium_low;medium_long_term;1.0;Rural;Y
Female;Yes;2;No;3729;0;medium_high;medium_long_term;1.0;Semiurban;Y
Male;Yes;2;No;4120;0;medium_high;medium_long_term;1.0;Rural;Y
Male;Yes;1;Yes;7500;0;medium_low;medium_long_term;1.0;Urban;Y
Male;Yes;1;Nil;6300;0;medium_high;medium_long_term;0.0;Urban;N
Female;No;Nil;Yes;14987;0;medium_high;medium_long_term;1.0;Rural;N
Nil;Yes;1;Yes;570;2125;medium_low;medium_long_term;1.0;Rural;Y
Male;Yes;0;No;2600;700;medium_low;medium_long_term;1.0;Semiurban;Y
Male;No;2;No;2733;1083;medium_high;medium_long_term;Nil;Semiurban;Y
Male;Yes;2;Yes;7500;0;medium_high;medium_long_term;1.0;Rural;Y
Male;Yes;2;No;3859;0;medium_high;medium_long_term;1.0;Rural;Y
Male;Yes;1;No;6825;0;medium_high;medium_long_term;1.0;Rural;Y
Male;Yes;0;No;3708;4700;medium_high;medium_long_term;1.0;Semiurban;Y
Male;No;0;No;5314;0;medium_high;medium_long_term;1.0;Urban;Y
Female;No;3;No;2366;5272;medium_high;medium_long_term;0.0;Rural;N
Male;No;Nil;No;2066;2108;medium_high;medium_short_term;1.0;Urban;Y
Male;Yes;2;No;5000;0;medium_high;medium_long_term;1.0;Rural;Y
Female;No;0;No;3767;0;medium_high;medium_long_term;1.0;Urban;Y
Female;Yes;0;No;7859;879;medium_high;medium_short_term;1.0;Semiurban;Y
Female;Yes;0;No;4283;0;medium_high;medium_long_term;1.0;Rural;Y
Male;Yes;0;No;1700;2900;medium_low;medium_long_term;0.0;Urban;N
Nil;No;0;No;4768;0;medium_high;medium_long_term;1.0;Rural;Y
Male;No;0;No;3083;2738;medium_high;medium_long_term;1.0;Urban;Y
Male;Yes;1;No;2667;1542;medium_high;medium_long_term;1.0;Rural;Y
Female;Yes;0;No;1647;1762;medium_high;medium_long_term;1.0;Urban;Y
Male;Yes;3;No;3400;0;medium_low;medium_short_term;1.0;Urban;Y
Male;No;1;Nil;16000;5000;medium_low;medium_long_term;1.0;Semiurban;Y
Male;Yes;0;No;5333;0;medium_low;medium_long_term;1.0;Rural;Y
Male;No;0;No;2875;2416;medium_low;short_term;0.0;Semiurban;N
Male;Yes;1;Nil;2600;618;medium_high;medium_long_term;1.0;Semiurban;Y
Male;Yes;2;No;5041;700;medium_high;medium_long_term;1.0;Urban;Y
Male;Yes;3;Yes;6958;1411;medium_high;medium_long_term;1.0;Rural;Y
Male;Yes;1;No;3500;1658;medium_high;medium_long_term;Nil;Semiurban;Y
Male;Yes;0;No;5509;0;medium_high;medium_long_term;1.0;Rural;Y
Male;Yes;3;No;9699;0;high;medium_long_term;1.0;Urban;Y
Female;Yes;1;No;3621;2717;medium_high;medium_long_term;1.0;Urban;Y
Female;Yes;0;No;4709;0;medium_high;medium_long_term;1.0;Semiurban;Y
Male;Yes;0;No;1516;1951;low;medium_long_term;1.0;Semiurban;Y
Male;No;2;No;2400;0;low;medium_long_term;1.0;Urban;Y
Female;No;0;No;3015;2000;medium_high;medium_long_term;Nil;Urban;Y
Male;Yes;0;No;2292;1558;medium_high;medium_long_term;1.0;Urban;Y
Male;Yes;1;Yes;2360;3355;medium_low;medium_long_term;1.0;Rural;Y
Female;No;0;No;4333;2333;medium_high;medium_long_term;0.0;Rural;N
Male;Yes;0;Yes;2623;4831;medium_high;medium_short_term;1.0;Semiurban;Y
Male;No;0;Yes;3972;4275;medium_high;medium_long_term;1.0;Rural;Y
Male;Yes;3;No;3522;0;medium_low;medium_short_term;1.0;Rural;Y
Male;Yes;1;No;4700;0;medium_low;medium_long_term;1.0;Urban;N
Male;No;0;No;6858;0;medium_high;medium_long_term;1.0;Rural;Y
Male;Yes;3;No;8334;0;high;medium_long_term;1.0;Urban;Y
Male;Yes;0;No;3391;1966;medium_high;medium_long_term;0.0;Rural;N
Male;No;0;No;2868;0;medium_low;medium_long_term;1.0;Urban;Y
Male;Yes;2;No;3418;1380;medium_high;medium_long_term;1.0;Urban;Y
Male;Yes;0;Yes;2500;296;medium_high;medium_long_term;1.0;Rural;Y
Male;Yes;2;No;8667;0;high;medium_long_term;1.0;Rural;Y
Male;No;0;No;2283;15000;medium_high;medium_long_term;Nil;Rural;Y
Male;Yes;0;No;5817;910;medium_high;medium_long_term;1.0;Urban;Y
Male;Yes;0;No;5119;3769;medium_high;medium_long_term;1.0;Rural;Y
