Gender;Married;Dependents;Self_Employed;ApplicantIncome;CoapplicantIncome;LoanAmount;Loan_Amount__term;Credit_History;Property_Area;Loan_Status
Male;Yes;0;No;1828;1330;Medium_Low;NIL;0;Urban;N
Female;Yes;0;No;3667;1459;Medium_High;Medium_long_term;1;Semiurban;Y
Male;No;0;No;4166;7210;Medium_High;Medium_long_term;1;Urban;Y
Male;No;0;No;3748;1668;Medium_High;Medium_long_term;1;Semiurban;Y
Male;No;0;No;3600;0;Medium_Low;Medium_long_term;1;Urban;N
Male;No;0;No;1800;1213;Low;Medium_long_term;1;Urban;Y
Male;Yes;0;No;2400;0;Medium_Low;Medium_long_term;NIL;Urban;Y
Male;Yes;0;No;3941;2336;Medium_High;Medium_long_term;1;Semiurban;Y
Male;Yes;0;Yes;4695;0;Medium_Low;NIL;1;Urban;Y
Female;No;0;No;3410;0;Medium_Low;NIL;1;Urban;Y
Male;Yes;1;No;5649;0;Low;Medium_long_term;1;Urban;Y
Male;Yes;0;No;5821;0;Medium_High;Medium_long_term;1;Urban;Y
Female;Yes;0;No;2645;3440;Medium_High;Medium_long_term;0;Urban;N
Female;No;0;No;4000;2275;Medium_High;Medium_long_term;1;Semiurban;Y
Female;Yes;0;No;1928;1644;Medium_Low;Medium_long_term;1;Semiurban;Y
Female;No;0;No;3086;0;Medium_High;Medium_long_term;1;Semiurban;Y
Female;No;0;No;4230;0;Medium_High;Medium_long_term;1;Semiurban;N
Male;Yes;2;No;4616;0;Medium_High;Medium_long_term;1;Urban;N
Female;Yes;1;Yes;11500;0;High;Medium_long_term;0;Urban;N
Male;Yes;2;No;2708;1167;Medium_Low;Medium_long_term;1;Semiurban;Y
Male;Yes;0;No;2132;1591;Medium_Low;Medium_long_term;1;Semiurban;Y
Male;Yes;0;No;3366;2200;Medium_High;Medium_long_term;1;Rural;N
Male;Yes;1;No;8080;2250;Medium_High;Medium_long_term;1;Urban;Y
Male;Yes;2;No;3357;2859;Medium_High;Medium_long_term;1;Urban;Y
Male;Yes;0;No;2500;3796;Medium_High;Medium_long_term;1;Urban;Y
Male;Yes;3;No;3029;0;Medium_Low;Medium_long_term;1;Urban;Y
Male;Yes;0;Yes;2609;3449;Medium_High;Medium_short_term;0;Rural;N
Male;Yes;1;No;4945;0;NIL;Medium_long_term;0;Rural;N
Female;No;0;No;4166;0;Medium_High;Medium_long_term;0;Semiurban;N
Male;Yes;0;No;5726;4595;High;Medium_long_term;1;Semiurban;N
Male;No;0;No;3200;2254;Medium_High;Medium_short_term;0;Urban;N
Male;Yes;1;No;10750;0;High;Medium_long_term;1;Urban;Y
Male;Yes;3;Yes;7100;0;Medium_High;Short_term;1;Urban;Y
Female;No;0;No;4300;0;Medium_High;Medium_long_term;0;Semiurban;N
Male;Yes;0;No;3208;3066;Medium_High;Medium_long_term;1;Urban;Y
Male;Yes;2;Yes;1875;1875;Medium_Low;Medium_long_term;1;Semiurban;Y
Male;No;0;No;3500;0;Medium_Low;Medium_long_term;1;Semiurban;Y
Male;Yes;3;No;4755;0;Medium_Low;NIL;0;Semiurban;N
Male;Yes;3;Yes;5266;1774;Medium_High;Medium_long_term;1;Semiurban;Y
Male;No;0;No;3750;0;Medium_High;Long_term;1;Urban;N
Male;No;0;No;3750;4750;Medium_High;Medium_long_term;1;Urban;N
Male;Yes;1;Yes;1000;3022;Medium_High;Medium_long_term;1;Urban;N
Male;Yes;3;No;3167;4000;Medium_High;Medium_long_term;0;Semiurban;N
Male;Yes;3;Yes;3333;2166;Medium_High;Medium_long_term;NIL;Semiurban;Y
Female;No;0;No;3846;0;Medium_High;Medium_long_term;1;Semiurban;Y
Male;Yes;1;Yes;2395;0;NIL;Medium_long_term;1;Semiurban;Y
Female;Yes;2;No;1378;1881;Medium_High;Medium_long_term;1;Urban;N
Male;Yes;0;No;6000;2250;High;Medium_long_term;NIL;Semiurban;N
Male;Yes;1;No;3988;0;Low;Medium_long_term;1;Urban;Y
Male;No;0;No;2366;2531;Medium_High;Medium_long_term;1;Semiurban;Y
Male;Yes;2;No;3333;2000;Medium_Low;Medium_long_term;NIL;Semiurban;Y
Male;Yes;0;No;2500;2118;Medium_High;Medium_long_term;1;Semiurban;Y
Male;No;0;No;8566;0;High;Medium_long_term;1;Urban;Y
Male;Yes;0;No;5695;4167;Medium_High;Medium_long_term;1;Semiurban;Y
Male;Yes;0;No;2958;2900;Medium_High;Medium_long_term;1;Semiurban;Y
Male;Yes;2;No;6250;5654;Medium_High;Medium_short_term;1;Semiurban;Y
Male;Yes;2;No;3273;1820;Medium_Low;Medium_long_term;1;Urban;Y
Male;No;0;No;4133;0;Medium_High;Medium_long_term;1;Semiurban;Y
Male;No;0;No;3620;0;Low;Medium_short_term;1;Semiurban;Y
Male;No;0;NIL;6782;0;NIL;Medium_long_term;NIL;Urban;N
Female;Yes;0;No;2484;2302;Medium_High;Medium_long_term;1;Semiurban;Y
Male;Yes;0;No;1977;997;Low;Medium_long_term;1;Semiurban;Y
Male;Yes;0;No;4188;0;Medium_High;Medium_short_term;1;Semiurban;Y
Male;Yes;0;No;1759;3541;Medium_High;Medium_long_term;1;Semiurban;Y
Male;Yes;2;No;4288;3263;Medium_High;Medium_short_term;1;Urban;Y
Male;No;0;No;4843;3806;Medium_High;Medium_long_term;1;Semiurban;Y
Male;Yes;NIL;No;13650;0;NIL;Medium_long_term;1;Urban;Y
Male;Yes;0;No;4652;3583;NIL;Medium_long_term;1;Semiurban;Y
Male;NIL;NIL;No;3816;754;Medium_High;Medium_long_term;1;Urban;Y
Male;Yes;1;No;3052;1030;Medium_Low;Medium_long_term;1;Urban;Y
Male;Yes;2;No;11417;1126;High;Medium_long_term;1;Urban;Y
Male;No;0;NIL;7333;0;Medium_High;Medium_long_term;1;Rural;N
Male;Yes;2;No;3800;3600;High;Medium_long_term;0;Urban;N
Male;Yes;3;No;2071;754;Medium_Low;Long_term;1;Semiurban;Y
Male;No;0;No;5316;0;Medium_High;Medium_long_term;1;Urban;Y
Female;Yes;0;NIL;2929;2333;Medium_High;Medium_long_term;1;Semiurban;Y
Male;Yes;0;No;3572;4114;Medium_High;NIL;0;Rural;N
Female;No;1;Yes;7451;0;NIL;Medium_long_term;1;Semiurban;Y
Male;No;0;NIL;5050;0;Medium_High;Medium_long_term;1;Semiurban;Y
Male;Yes;1;No;14583;0;Medium_High;Medium_short_term;1;Rural;Y
Female;Yes;0;No;3167;2283;Medium_High;Medium_long_term;1;Semiurban;Y
Male;Yes;1;No;2214;1398;Medium_Low;Medium_long_term;NIL;Urban;Y
Male;Yes;0;No;5568;2142;Medium_High;Medium_long_term;1;Rural;N
Female;No;0;No;10408;0;High;Medium_long_term;1;Urban;Y
Male;Yes;NIL;No;5667;2667;Medium_High;Medium_long_term;1;Rural;Y
Female;No;0;No;4166;0;Low;Medium_long_term;1;Semiurban;Y
Female;No;0;No;2137;8980;Medium_High;Medium_long_term;0;Semiurban;Y
Male;Yes;2;No;2957;0;Medium_Low;Medium_long_term;1;Semiurban;Y
Male;Yes;0;No;4300;2014;Medium_High;Medium_long_term;1;Rural;Y
Female;No;0;No;3692;0;Medium_Low;Medium_long_term;NIL;Rural;Y
NIL;Yes;3;No;23803;0;High;Medium_long_term;1;Rural;Y
Male;No;0;No;3865;1640;NIL;Medium_long_term;1;Rural;Y
Male;Yes;1;Yes;10513;3850;Medium_High;Medium_short_term;0;Urban;N
Male;Yes;0;No;6080;2569;Medium_High;Medium_long_term;NIL;Rural;N
Male;No;0;Yes;20166;0;Very_high;Long_term;NIL;Urban;Y
Male;No;0;No;2014;1929;Medium_Low;Medium_long_term;1;Urban;Y
Male;No;0;No;2718;0;Medium_Low;Medium_long_term;1;Semiurban;Y
Male;Yes;0;Yes;3459;0;Low;Medium_short_term;1;Semiurban;Y
Male;No;0;No;4895;0;Medium_High;Medium_long_term;1;Semiurban;Y
Male;Yes;3;No;4000;7750;High;Medium_long_term;1;Semiurban;N
Female;Yes;0;No;4583;0;Medium_Low;Medium_long_term;1;Rural;N
Male;Yes;2;Yes;3316;3500;Medium_Low;Medium_long_term;1;Urban;Y
Male;No;0;No;14999;0;High;Medium_long_term;0;Semiurban;N
Male;Yes;2;No;4200;1430;Medium_High;Medium_long_term;1;Rural;N
Male;Yes;2;No;5042;2083;Medium_High;Medium_long_term;1;Rural;N
Male;No;0;No;5417;0;Medium_High;Medium_long_term;1;Urban;Y
Male;No;0;Yes;6950;0;Medium_High;Medium_short_term;1;Semiurban;Y
Male;Yes;0;No;2698;2034;Medium_High;Medium_long_term;1;Semiurban;Y
Male;Yes;2;No;11757;0;Medium_High;Medium_short_term;1;Urban;Y
Female;Yes;0;No;2330;4486;Medium_Low;Medium_long_term;1;Semiurban;Y
Female;Yes;2;No;14866;0;Medium_Low;Medium_long_term;1;Urban;Y
Male;Yes;1;No;1538;1425;Low;Medium_long_term;1;Urban;Y
Female;No;0;No;10000;1666;High;Medium_long_term;1;Rural;N
Male;Yes;0;No;4860;830;Medium_High;Medium_long_term;1;Semiurban;Y
Male;No;0;No;6277;0;Medium_High;Medium_long_term;0;Rural;N
Male;Yes;0;Yes;2577;3750;Medium_High;Medium_long_term;1;Rural;Y
Male;No;0;No;9166;0;High;Medium_long_term;1;Urban;N
Male;Yes;2;No;2281;0;Medium_High;Medium_long_term;1;Rural;N
Male;No;0;No;3254;0;Low;Medium_long_term;1;Urban;Y
Male;Yes;3;No;39999;0;Very_high;Medium_short_term;0;Semiurban;Y
Male;Yes;1;No;6000;0;Medium_High;Medium_long_term;NIL;Rural;Y
Male;Yes;1;No;9538;0;Medium_High;Medium_long_term;1;Urban;Y
Male;No;0;NIL;2980;2083;Medium_High;Medium_long_term;1;Rural;Y
Male;Yes;0;No;4583;5625;High;Medium_long_term;1;Semiurban;Y
Male;Yes;0;No;1863;1041;Medium_Low;Medium_long_term;1;Semiurban;Y
Male;Yes;0;No;7933;0;High;Medium_long_term;1;Urban;N
Male;Yes;1;No;3089;1280;Medium_High;Medium_long_term;0;Semiurban;N
Male;Yes;2;No;4167;1447;Medium_High;Medium_long_term;1;Rural;Y
Male;Yes;0;No;9323;0;Medium_Low;Medium_short_term;1;Urban;Y
Male;Yes;0;No;3707;3166;Medium_High;NIL;1;Rural;Y
Female;Yes;0;No;4583;0;Medium_High;Medium_long_term;1;Rural;N
Male;Yes;0;No;2439;3333;Medium_High;Medium_long_term;1;Rural;Y
Male;No;0;No;2237;0;Medium_Low;Long_term;0;Semiurban;N
Male;Yes;2;No;8000;0;Medium_High;Medium_long_term;1;Semiurban;Y
Male;Yes;0;NIL;1820;1769;Medium_Low;Medium_long_term;1;Rural;Y
NIL;Yes;3;No;51763;0;Very_high;Medium_long_term;1;Urban;Y
Male;Yes;3;No;3522;0;Medium_Low;Medium_short_term;1;Rural;N
Male;Yes;0;No;5708;5625;Medium_High;Medium_long_term;1;Semiurban;Y
Male;Yes;0;Yes;4344;736;Medium_Low;Medium_long_term;1;Semiurban;N
Male;Yes;0;No;3497;1964;Medium_High;Medium_long_term;1;Rural;Y
Male;Yes;2;No;2045;1619;Medium_High;Medium_long_term;1;Rural;Y
Male;Yes;3;No;5516;11300;Very_high;Medium_long_term;0;Semiurban;N
Male;Yes;1;No;3750;0;Medium_High;Medium_long_term;1;Semiurban;Y
Male;No;0;No;2333;1451;Medium_High;Long_term;0;Urban;N
Male;Yes;1;No;6400;7250;Medium_High;Medium_long_term;0;Urban;N
Male;No;0;No;1916;5063;Medium_Low;Medium_long_term;NIL;Rural;N
Male;Yes;0;No;4600;0;Medium_Low;Medium_short_term;1;Semiurban;Y
Male;Yes;1;No;33846;0;High;Medium_long_term;1;Semiurban;N
Female;Yes;0;No;3625;0;Medium_High;Medium_long_term;1;Semiurban;Y
Male;Yes;0;Yes;39147;4750;Medium_High;Medium_long_term;1;Semiurban;Y
Male;Yes;1;Yes;2178;0;Medium_Low;Medium_long_term;0;Rural;N
Male;Yes;0;No;2383;2138;Medium_Low;Medium_long_term;NIL;Rural;Y
NIL;Yes;0;Yes;674;5296;Medium_High;Medium_long_term;1;Rural;Y
Male;Yes;0;No;9328;0;Medium_High;Medium_short_term;1;Rural;Y
Male;No;0;No;4885;0;Low;Medium_long_term;1;Rural;Y
Male;No;0;No;12000;0;Medium_High;Medium_long_term;1;Semiurban;N
Male;Yes;0;No;6033;0;Medium_High;Medium_long_term;1;Urban;N
Male;No;0;No;3858;0;Medium_Low;Medium_long_term;1;Semiurban;Y
Male;No;0;No;4191;0;Medium_High;Medium_long_term;1;Rural;Y
Male;Yes;1;No;3125;2583;Medium_High;Medium_long_term;1;Semiurban;N
Male;No;0;No;8333;3750;Medium_High;Medium_long_term;1;Rural;Y
Female;No;0;No;1907;2365;Medium_High;NIL;1;Urban;Y
Female;Yes;0;No;3416;2816;Medium_High;Medium_long_term;NIL;Semiurban;Y
Male;No;0;Yes;11000;0;Medium_Low;Medium_long_term;1;Urban;N
Male;Yes;1;No;2600;2500;Medium_Low;Medium_long_term;1;Semiurban;Y
Male;No;2;No;4923;0;Medium_High;Medium_long_term;0;Semiurban;Y
Male;Yes;3;No;3992;0;NIL;Medium_short_term;1;Urban;N
Male;Yes;1;No;3500;1083;Medium_High;Medium_long_term;1;Urban;Y
Male;Yes;2;No;3917;0;Medium_High;Medium_long_term;1;Semiurban;Y
Female;No;0;No;4408;0;Medium_High;Medium_long_term;1;Semiurban;Y
Female;No;0;No;3244;0;Medium_Low;Medium_long_term;1;Urban;Y
Male;No;0;No;3975;2531;Medium_Low;Medium_long_term;1;Rural;Y
Male;No;0;No;2479;0;Medium_Low;Medium_long_term;1;Urban;Y
Male;No;0;No;3418;0;Medium_High;Medium_long_term;1;Semiurban;N
Female;No;0;No;10000;0;High;Medium_long_term;1;Semiurban;N
Male;Yes;3;No;3430;1250;Medium_High;Medium_long_term;0;Semiurban;N
Male;Yes;1;Yes;7787;0;High;Medium_long_term;1;Urban;Y
Male;Yes;3;Yes;5703;0;Medium_High;Medium_long_term;1;Rural;Y
Male;Yes;0;No;3173;3021;Medium_High;Medium_long_term;1;Urban;Y
Male;Yes;3;No;3850;983;Medium_Low;Medium_long_term;1;Semiurban;Y
Male;Yes;0;No;150;1800;Medium_High;Medium_long_term;1;Rural;N
Male;Yes;0;No;3727;1775;Medium_High;Medium_long_term;1;Semiurban;Y
Male;Yes;2;NIL;5000;0;Medium_Low;Medium_long_term;0;Semiurban;N
Female;Yes;2;No;4283;2383;Medium_High;Medium_long_term;NIL;Semiurban;Y
Male;Yes;0;No;2221;0;Medium_Low;Medium_long_term;0;Urban;N
Male;Yes;2;No;4009;1717;Medium_High;Medium_long_term;1;Semiurban;Y
Male;No;0;No;2971;2791;Medium_High;Medium_long_term;1;Semiurban;Y
Male;Yes;0;No;7578;1010;Medium_High;NIL;1;Semiurban;Y
Male;Yes;0;No;6250;0;Medium_High;Medium_long_term;1;Semiurban;Y
Male;Yes;0;No;3250;0;Medium_High;Medium_long_term;1;Rural;N
Male;Yes;NIL;Yes;4735;0;Medium_High;Medium_long_term;1;Urban;N
Male;Yes;2;No;6250;1695;High;Medium_long_term;1;Semiurban;Y
Male;NIL;NIL;No;4758;0;Medium_High;Long_term;1;Semiurban;Y
Male;No;0;Yes;6400;0;Medium_High;Medium_long_term;1;Rural;Y
Male;Yes;1;No;2491;2054;Medium_High;Medium_long_term;1;Semiurban;Y
Male;Yes;0;NIL;3716;0;Low;Medium_short_term;1;Rural;Y
Male;No;0;No;3189;2598;Medium_High;NIL;1;Rural;Y
Female;No;0;No;8333;0;High;Medium_long_term;1;Semiurban;Y
Male;Yes;1;No;3155;1779;Medium_High;Medium_long_term;1;Semiurban;Y
Male;Yes;1;No;5500;1260;Medium_High;Medium_long_term;1;Rural;Y
Male;Yes;0;NIL;5746;0;High;Medium_long_term;NIL;Urban;N
Female;No;0;Yes;3463;0;Medium_High;Medium_long_term;NIL;Urban;Y
Female;No;1;No;3812;0;Medium_High;Medium_long_term;1;Rural;Y
Male;Yes;1;No;3315;0;Medium_Low;Medium_long_term;1;Semiurban;Y
Male;Yes;2;No;5819;5000;Medium_High;Medium_long_term;1;Rural;Y
Male;Yes;1;No;2510;1983;Medium_High;Medium_short_term;1;Urban;N
Male;No;0;No;2965;5701;Medium_High;Short_term;1;Urban;Y
Male;Yes;2;Yes;6250;1300;Medium_High;Medium_long_term;1;Rural;Y
Male;Yes;0;No;3406;4417;Medium_High;Medium_long_term;1;Semiurban;Y
Male;No;0;Yes;6050;4333;Medium_High;Medium_short_term;1;Urban;N
Male;Yes;2;No;9703;0;Medium_High;Medium_long_term;1;Urban;Y
Male;Yes;1;No;6608;0;Medium_High;Medium_short_term;1;Urban;Y
Male;Yes;1;No;2882;1843;Medium_High;Long_term;1;Semiurban;Y
Male;Yes;0;No;1809;1868;Medium_Low;Medium_long_term;1;Urban;Y
Male;Yes;0;No;1668;3890;High;Medium_long_term;0;Semiurban;N
Female;No;2;No;3427;0;Medium_High;Medium_long_term;1;Urban;N
Male;No;0;Yes;2583;2167;Medium_High;Medium_long_term;1;Rural;Y
Male;Yes;1;No;2661;7101;High;Medium_short_term;1;Semiurban;Y
Male;No;0;Yes;16250;0;Medium_High;Medium_long_term;0;Urban;N
Female;No;3;No;3083;0;High;Medium_long_term;1;Rural;Y
Male;No;0;No;6045;0;Medium_High;Medium_long_term;0;Rural;N
Male;Yes;3;No;5250;0;Medium_Low;Medium_long_term;1;Urban;N
Male;Yes;0;No;14683;2100;High;Medium_long_term;1;Rural;N
Male;Yes;3;No;4931;0;Medium_High;Medium_long_term;NIL;Semiurban;N
Male;Yes;1;No;6083;4250;High;Medium_long_term;NIL;Urban;Y
Male;No;0;No;2060;2209;Medium_High;Medium_long_term;1;Semiurban;Y
Female;No;1;No;3481;0;Medium_High;Short_term;1;Semiurban;N
Female;No;0;No;7200;0;Medium_High;Medium_long_term;1;Rural;Y
Male;No;0;Yes;5166;0;Medium_High;Medium_long_term;1;Semiurban;Y
Male;No;0;No;4095;3447;Medium_High;Medium_long_term;1;Rural;Y
Male;Yes;2;No;4708;1387;Medium_High;Medium_long_term;1;Semiurban;Y
Male;Yes;3;No;4333;1811;Medium_High;Medium_long_term;0;Urban;Y
Female;No;0;NIL;3418;0;Medium_High;Medium_long_term;1;Rural;N
Female;No;1;No;2876;1560;Medium_Low;Medium_long_term;1;Urban;Y
Female;No;0;No;3237;0;Low;Medium_long_term;1;Urban;Y
Male;Yes;0;No;11146;0;Medium_High;Medium_long_term;1;Urban;Y
Male;No;0;No;2833;1857;Medium_High;Medium_long_term;1;Rural;Y
Male;Yes;0;No;2620;2223;Medium_High;Medium_long_term;1;Semiurban;Y
Male;Yes;2;No;3900;0;Medium_Low;Medium_long_term;1;Semiurban;Y
Male;Yes;1;No;2750;1842;Medium_High;Medium_long_term;1;Semiurban;Y
Male;Yes;0;No;3993;3274;High;Medium_long_term;1;Semiurban;Y
Male;Yes;0;No;3103;1300;Medium_Low;Medium_long_term;1;Urban;Y
Male;Yes;0;No;14583;0;Very_high;Medium_long_term;1;Semiurban;Y
Female;Yes;0;No;4100;0;Medium_High;Medium_long_term;NIL;Rural;Y
Male;No;1;Yes;4053;2426;Medium_High;Medium_long_term;0;Urban;N
Male;Yes;0;No;3927;800;Medium_High;Medium_long_term;1;Semiurban;Y
Male;Yes;2;No;2301;985.7999878;Medium_Low;Medium_short_term;1;Urban;Y
Female;No;0;No;1811;1666;Medium_Low;Medium_long_term;1;Urban;Y
Male;Yes;0;No;20667;0;NIL;Medium_long_term;1;Rural;N
Male;No;0;No;3158;3053;Medium_Low;Medium_long_term;1;Rural;Y
Female;No;0;Yes;2600;1717;Medium_Low;Medium_long_term;1;Semiurban;N
Male;Yes;0;No;3704;2000;Medium_High;Medium_long_term;1;Rural;Y
Female;No;0;No;4124;0;Medium_High;Medium_long_term;1;Semiurban;Y
Male;No;0;No;9508;0;Medium_High;Medium_long_term;1;Rural;Y
Male;Yes;0;No;3075;2416;Medium_High;Medium_long_term;1;Rural;Y
Male;Yes;2;No;4400;0;Medium_High;Medium_long_term;0;Semiurban;N
Male;Yes;2;No;3153;1560;Medium_High;Medium_long_term;1;Urban;Y
Female;No;NIL;No;5417;0;Medium_High;Long_term;0;Urban;N
Male;Yes;0;No;2383;3334;Medium_High;Medium_long_term;1;Semiurban;Y
Male;Yes;3;NIL;4416;1250;Medium_High;Medium_long_term;1;Urban;Y
Male;Yes;1;No;6875;0;Medium_High;Medium_long_term;1;Semiurban;Y
Female;Yes;1;No;4666;0;Medium_High;Medium_long_term;1;Urban;Y
Female;No;0;No;5000;2541;Medium_High;Long_term;1;Rural;N
Male;Yes;1;No;2014;2925;Medium_High;Medium_long_term;1;Urban;N
Male;Yes;0;No;1800;2934;Medium_Low;Medium_long_term;0;Urban;N
Male;Yes;NIL;No;2875;1750;Medium_High;Medium_long_term;1;Semiurban;Y
Female;No;0;No;5000;0;Medium_High;Medium_long_term;1;Rural;Y
Male;Yes;1;No;1625;1803;Medium_Low;Medium_long_term;1;Urban;Y
Male;No;0;No;4000;2500;Medium_High;Medium_long_term;1;Rural;Y
Male;No;0;No;2000;0;NIL;Medium_long_term;1;Urban;N
Female;No;0;No;3762;1666;Medium_High;Medium_long_term;1;Rural;Y
Female;No;0;No;2400;1863;Medium_High;Medium_long_term;0;Urban;N
Male;No;0;No;20233;0;Very_high;Medium_long_term;1;Rural;N
Male;Yes;2;No;7667;0;Medium_High;Medium_long_term;NIL;Rural;Y
Female;No;0;No;2917;0;Medium_Low;Medium_long_term;1;Semiurban;Y
Male;No;0;No;2927;2405;Medium_High;Medium_long_term;1;Semiurban;Y
Female;No;0;No;2507;0;Medium_Low;Medium_long_term;1;Rural;Y
Male;Yes;2;Yes;5746;0;Medium_High;Medium_short_term;NIL;Rural;Y
NIL;Yes;0;No;2473;1843;Medium_High;Medium_long_term;1;Rural;N
Male;Yes;1;No;3399;1640;Medium_High;Medium_short_term;1;Urban;Y
Male;Yes;2;No;3717;0;Medium_High;Medium_long_term;1;Semiurban;Y
Male;Yes;0;No;2058;2134;Medium_Low;Medium_long_term;NIL;Urban;Y
Female;No;1;No;3541;0;Medium_High;Medium_long_term;NIL;Semiurban;Y
Male;Yes;1;Yes;10000;0;Medium_High;Medium_long_term;1;Rural;N
Male;Yes;0;No;2400;2167;Medium_High;Medium_long_term;1;Semiurban;Y
Male;Yes;3;No;4342;189;Medium_High;Medium_long_term;1;Semiurban;Y
Male;Yes;2;No;3601;1590;NIL;Medium_long_term;1;Rural;Y
Female;No;0;No;3166;2985;Medium_High;Medium_long_term;NIL;Rural;Y
Male;Yes;3;No;15000;0;High;Medium_long_term;1;Rural;Y
Male;Yes;1;Yes;8666;4983;High;Medium_long_term;0;Rural;N
Male;No;0;No;4917;0;Medium_High;Medium_long_term;0;Rural;Y
Male;Yes;0;Yes;5818;2160;Medium_High;Medium_long_term;1;Semiurban;Y
Female;Yes;0;No;4333;2451;Medium_High;Medium_long_term;1;Urban;N
Female;No;0;No;2500;0;Medium_Low;Medium_long_term;1;Urban;Y
Male;No;1;No;4384;1793;Medium_High;Medium_long_term;1;Urban;Y
Male;No;0;No;2935;0;Medium_Low;Medium_long_term;1;Semiurban;Y
Male;No;NIL;No;2833;0;Medium_Low;Medium_long_term;1;Urban;Y
Male;Yes;0;NIL;63337;0;Very_high;Medium_short_term;1;Urban;Y
NIL;Yes;1;Yes;9833;1833;Medium_High;Medium_short_term;1;Urban;Y
Male;Yes;NIL;Yes;5503;4490;Medium_Low;NIL;1;Semiurban;Y
Male;Yes;1;NIL;5250;688;Medium_High;Medium_long_term;1;Rural;Y
Male;Yes;2;Yes;2500;4600;Medium_High;Medium_long_term;1;Rural;Y
Female;No;3;No;1830;0;NIL;Medium_long_term;0;Urban;N
Female;No;0;No;4160;0;Medium_Low;Medium_long_term;1;Semiurban;Y
Male;Yes;3;No;2647;1587;Medium_High;Medium_long_term;1;Rural;N
Female;No;0;No;2378;0;Low;Medium_long_term;1;Rural;N
Male;Yes;1;No;4554;1229;Medium_High;Medium_long_term;1;Urban;Y
Male;Yes;3;No;3173;0;Medium_Low;Medium_long_term;1;Semiurban;Y
Male;Yes;2;NIL;2583;2330;Medium_High;Medium_long_term;1;Rural;Y
Male;Yes;0;No;2499;2458;Medium_High;Medium_long_term;1;Semiurban;Y
Male;Yes;NIL;No;3523;3230;Medium_High;Medium_long_term;0;Rural;N
Male;Yes;2;No;3083;2168;Medium_High;Medium_long_term;1;Urban;Y
Male;Yes;0;No;6333;4583;High;Medium_long_term;NIL;Semiurban;Y
Male;Yes;0;No;2625;6250;Medium_High;Medium_long_term;1;Rural;Y
Male;Yes;0;No;9083;0;High;Medium_long_term;1;Semiurban;Y
Male;No;0;No;8750;4167;High;Medium_long_term;1;Rural;N
Male;Yes;3;No;2666;2083;Medium_Low;Medium_long_term;1;Rural;Y
