Gender;Married;Dependents;Self_Employed;ApplicantIncome;CoapplicantIncome;LoanAmount;Loan_Amount_Term;Credit_History;Property_Area;Loan_Status
Male;Yes;1;No;108;1;32;19;1;Urban;Y
Male;Yes;3;Yes;71;1;13;37;1;Urban;Y
Female;No;0;No;43;1;14;7;0;Semiurban;N
Male;Yes;0;No;33;31;18;37;1;Urban;Y
Male;Yes;2;Yes;19;19;10;37;1;Semiurban;Y
Male;No;0;No;35;1;9;37;1;Semiurban;Y
Male;Yes;3;No;48;1;10;31;0;Semiurban;N
Male;Yes;3;Yes;53;18;19;nil;1;Semiurban;Y
Male;No;0;No;38;1;12;37;1;Urban;N
Male;No;0;No;38;48;18;49;1;Urban;N
Male;Yes;1;Yes;10;31;12;37;1;Urban;N
Male;Yes;3;No;32;40;19;37;0;Semiurban;N
Male;Yes;3;Yes;34;22;14;31;nil;Semiurban;Y
Female;No;0;No;39;1;12;37;1;Semiurban;Y
Male;Yes;1;Yes;24;1;nil;37;1;Semiurban;Y
Female;Yes;2;No;14;19;17;37;1;Urban;N
Male;Yes;0;No;60;23;27;37;nil;Semiurban;N
Male;Yes;1;No;40;1;6;37;1;Urban;Y
Male;No;0;No;24;26;14;25;1;Semiurban;Y
Male;Yes;2;No;34;20;10;37;nil;Semiurban;Y
Male;Yes;0;No;25;22;11;37;1;Semiurban;Y
Male;No;0;No;86;1;22;37;1;Urban;Y
Male;Yes;0;No;57;42;18;37;1;Semiurban;Y
Male;Yes;0;No;30;29;14;37;1;Semiurban;Y
Male;Yes;2;No;63;57;19;37;1;Semiurban;Y
Male;Yes;2;No;33;19;9;19;1;Urban;Y
Male;No;0;No;42;1;13;37;1;Semiurban;Y
Male;No;0;No;37;1;3;37;1;Semiurban;Y
Male;No;0;nil;68;1;nil;13;nil;Urban;N
Female;Yes;0;No;25;24;14;37;1;Semiurban;Y
Male;Yes;0;No;20;10;6;37;1;Semiurban;Y
Male;Yes;0;No;42;1;12;37;1;Semiurban;Y
Male;Yes;0;No;18;36;14;19;1;Semiurban;Y
Male;Yes;2;No;43;33;14;37;1;Urban;Y
Male;No;0;No;49;39;16;19;1;Semiurban;Y
Male;Yes;nil;No;137;1;nil;37;1;Urban;Y
Male;Yes;0;No;47;36;nil;37;1;Semiurban;Y
Male;nil;nil;No;39;8;17;37;1;Urban;Y
Male;Yes;1;No;31;11;11;37;1;Urban;Y
Male;Yes;2;No;115;12;23;37;1;Urban;Y
Male;No;0;nil;74;1;13;37;1;Rural;N
Male;Yes;2;No;38;36;22;37;0;Urban;N
Male;Yes;3;No;21;8;10;37;1;Semiurban;Y
Male;No;0;No;54;1;14;49;1;Urban;Y
Female;Yes;0;nil;30;24;14;37;1;Semiurban;Y
Male;Yes;0;No;36;42;16;37;0;Rural;N
Female;No;1;Yes;75;1;nil;nil;1;Semiurban;Y
Male;No;0;nil;51;1;12;37;1;Semiurban;Y
Male;Yes;1;No;146;1;19;37;1;Rural;Y
Female;Yes;0;No;32;23;16;19;1;Semiurban;Y
Male;Yes;1;No;23;14;9;37;nil;Urban;Y
Male;Yes;0;No;56;22;18;37;1;Rural;N
Female;No;0;No;105;1;26;37;1;Urban;Y
Male;Yes;nil;No;57;27;19;37;1;Rural;Y
Female;No;0;No;42;1;5;37;1;Semiurban;Y
Female;No;0;No;22;90;14;37;0;Semiurban;Y
Male;Yes;2;No;30;1;9;37;1;Semiurban;Y
Male;Yes;0;No;43;21;20;37;1;Rural;Y
Female;No;0;No;37;1;10;37;nil;Rural;Y
nil;Yes;3;No;239;1;38;37;1;Rural;Y
Male;No;0;No;39;17;nil;37;1;Rural;Y
Male;Yes;1;Yes;106;39;17;37;0;Urban;N
Male;Yes;0;No;61;26;19;19;nil;Rural;N
Male;No;0;Yes;202;1;66;37;nil;Urban;Y
Male;No;0;No;21;20;8;49;1;Urban;Y
Male;No;0;No;28;1;8;37;1;Semiurban;Y
Male;Yes;0;Yes;35;1;3;37;1;Semiurban;Y
Male;No;0;No;49;1;11;13;1;Semiurban;Y
Male;Yes;3;No;40;78;30;37;1;Semiurban;N
Female;Yes;0;No;46;1;9;37;1;Rural;N
Male;Yes;2;Yes;34;35;9;37;1;Urban;Y
Male;No;0;No;150;1;25;37;0;Semiurban;N
Male;Yes;2;No;42;15;13;37;1;Rural;N
Male;Yes;2;No;51;21;19;37;1;Rural;N
Male;No;0;No;55;1;17;37;1;Urban;Y
Male;No;0;Yes;70;1;18;37;1;Semiurban;Y
Male;Yes;0;No;27;21;13;19;1;Semiurban;Y
Male;Yes;2;No;118;1;19;37;1;Urban;Y
Female;Yes;0;No;24;45;11;19;1;Semiurban;Y
Female;Yes;2;No;149;1;8;37;1;Urban;Y
Male;Yes;1;No;16;15;4;37;1;Urban;Y
Female;No;0;No;100;17;23;37;1;Rural;N
Male;Yes;0;No;49;9;13;37;1;Semiurban;Y
Male;No;0;No;63;1;12;37;0;Rural;N
Male;Yes;0;Yes;26;38;16;37;1;Rural;Y
Male;No;0;No;92;1;25;37;1;Urban;N
Male;Yes;2;No;23;1;12;37;1;Rural;N
Male;No;0;No;33;1;6;37;1;Urban;Y
Male;Yes;3;No;400;1;61;37;0;Semiurban;Y
Male;Yes;1;No;60;1;17;19;nil;Rural;Y
Male;Yes;1;No;96;1;19;37;1;Urban;Y
Male;No;0;nil;30;21;13;37;1;Rural;Y
Male;Yes;0;No;46;57;26;37;1;Semiurban;Y
Male;Yes;0;No;19;11;10;37;1;Semiurban;Y
Male;Yes;0;No;80;1;28;37;1;Urban;N
Male;Yes;1;No;31;13;13;37;0;Semiurban;N
Male;Yes;2;No;42;15;16;37;1;Rural;Y
Male;Yes;0;No;94;1;8;37;1;Urban;Y
Male;Yes;0;No;38;32;19;19;1;Rural;Y
Female;Yes;0;No;46;1;12;nil;1;Rural;N
Male;Yes;0;No;25;34;13;37;1;Rural;Y
Male;No;0;No;23;1;7;37;0;Semiurban;N
Male;Yes;2;No;80;1;21;49;1;Semiurban;Y
Male;Yes;0;nil;19;18;10;37;1;Rural;Y
nil;Yes;3;No;518;1;71;37;1;Urban;Y
Male;Yes;3;No;36;1;9;31;1;Rural;N
Male;Yes;0;No;58;57;19;19;1;Semiurban;Y
Male;Yes;0;Yes;44;8;9;37;1;Semiurban;N
Male;Yes;0;No;35;20;12;37;1;Rural;Y
Male;Yes;2;No;21;17;11;37;1;Rural;Y
Male;Yes;3;No;56;113;50;37;0;Semiurban;N
Male;Yes;1;No;38;1;12;37;1;Semiurban;Y
Male;No;0;No;24;15;11;37;0;Urban;N
Male;Yes;1;No;64;73;19;49;0;Urban;N
Male;No;0;No;20;51;7;37;nil;Rural;N
Male;Yes;0;No;46;1;8;37;1;Semiurban;Y
Male;Yes;1;No;339;1;27;19;1;Semiurban;N
Female;Yes;0;No;37;1;11;37;1;Semiurban;Y
Male;Yes;0;Yes;392;48;13;37;1;Semiurban;Y
Male;Yes;1;Yes;22;1;7;37;0;Rural;N
Male;Yes;0;No;24;22;6;31;nil;Rural;Y
nil;Yes;0;Yes;7;53;17;37;1;Rural;Y
Male;Yes;0;No;94;1;19;37;1;Rural;Y
Male;No;0;No;49;1;5;19;1;Rural;Y
Male;No;0;No;120;1;17;37;1;Semiurban;N
Male;Yes;0;No;61;1;17;37;1;Urban;N
Male;No;0;No;39;1;8;37;1;Semiurban;Y
Male;No;0;No;42;1;13;37;1;Rural;Y
Male;Yes;1;No;32;26;18;37;1;Semiurban;N
Male;No;0;No;84;38;19;37;1;Rural;Y
Female;No;0;No;20;24;13;37;1;Urban;Y
Female;Yes;0;No;35;29;12;nil;nil;Semiurban;Y
Male;No;0;Yes;110;1;9;37;1;Urban;N
Male;Yes;1;No;26;25;10;37;1;Semiurban;Y
Male;No;2;No;50;1;17;37;0;Semiurban;Y
Male;Yes;3;No;40;1;nil;37;1;Urban;N
Male;Yes;1;No;35;11;14;19;1;Urban;Y
Male;Yes;2;No;40;1;13;37;1;Semiurban;Y
Female;No;0;No;45;1;13;37;1;Semiurban;Y
Female;No;0;No;33;1;9;37;1;Urban;Y
Male;No;0;No;40;26;6;37;1;Rural;Y
Male;No;0;No;25;1;6;37;1;Urban;Y
Male;No;0;No;35;1;13;37;1;Semiurban;N
Female;No;0;No;100;1;22;37;1;Semiurban;N
Male;Yes;3;No;35;13;13;37;0;Semiurban;N
Male;Yes;1;Yes;78;1;25;37;1;Urban;Y
Male;Yes;3;Yes;58;1;14;37;1;Rural;Y
Male;Yes;0;No;32;31;14;37;1;Urban;Y
Male;Yes;3;No;39;10;11;37;1;Semiurban;Y
Male;Yes;0;No;2;18;14;37;1;Rural;N
Male;Yes;0;No;38;18;14;37;1;Semiurban;Y
Male;Yes;2;nil;50;1;8;37;0;Semiurban;N
Female;Yes;2;No;43;24;13;37;nil;Semiurban;Y
Male;Yes;0;No;23;1;7;37;0;Urban;N
Male;Yes;2;No;41;18;12;37;1;Semiurban;Y
Male;No;0;No;30;28;15;37;1;Semiurban;Y
Male;Yes;0;No;76;11;18;37;1;Semiurban;Y
Male;Yes;0;No;63;1;13;37;1;Semiurban;Y
Male;Yes;0;No;33;1;18;37;1;Rural;N
Male;Yes;nil;Yes;48;1;14;37;1;Urban;N
Male;Yes;2;No;63;17;22;37;1;Semiurban;Y
Male;nil;nil;No;48;1;16;37;1;Semiurban;Y
Male;No;0;Yes;64;1;21;19;1;Rural;Y
Male;Yes;1;No;25;21;11;19;1;Semiurban;Y
Male;Yes;0;nil;38;1;5;nil;1;Rural;Y
Male;No;0;No;32;26;13;37;1;Rural;Y
Female;No;0;No;84;1;29;37;1;Semiurban;Y
Male;Yes;1;No;32;18;15;37;1;Semiurban;Y
Male;Yes;1;No;55;13;18;37;1;Rural;Y
Male;Yes;0;nil;58;1;26;37;nil;Urban;N
Female;No;0;Yes;35;1;13;37;nil;Urban;Y
Female;No;1;No;39;1;12;37;1;Rural;Y
Male;Yes;1;No;34;1;10;37;1;Semiurban;Y
Male;Yes;2;No;59;50;13;37;1;Rural;Y
Male;Yes;1;No;26;20;15;37;1;Urban;N
Male;No;0;No;30;58;16;37;1;Urban;Y
Male;Yes;2;Yes;63;13;11;37;1;Rural;Y
Male;Yes;0;No;35;45;13;37;1;Semiurban;Y
Male;No;0;Yes;61;44;13;37;1;Urban;N
Male;Yes;2;No;98;1;12;37;1;Urban;Y
Male;Yes;1;No;67;1;14;37;1;Urban;Y
Male;Yes;1;No;29;19;13;37;1;Semiurban;Y
Male;Yes;0;No;19;19;10;37;1;Urban;Y
Male;Yes;0;No;17;39;21;37;0;Semiurban;N
Female;No;2;No;35;1;14;19;1;Urban;N
Male;No;0;Yes;26;22;11;37;1;Rural;Y
Male;Yes;1;No;27;72;28;37;1;Semiurban;Y
Male;No;0;Yes;163;1;20;49;0;Urban;N
Female;No;3;No;31;1;26;37;1;Rural;Y
Male;No;0;No;61;1;12;37;0;Rural;N
Male;Yes;3;No;53;1;10;37;1;Urban;N
Male;Yes;0;No;147;21;31;37;1;Rural;N
Male;Yes;3;No;50;1;13;31;nil;Semiurban;N
Male;Yes;1;No;61;43;34;37;nil;Urban;Y
Male;No;0;No;21;23;14;37;1;Semiurban;Y
Female;No;1;No;35;1;16;49;1;Semiurban;N
Female;No;0;No;72;1;13;nil;1;Rural;Y
Male;No;0;Yes;52;1;13;37;1;Semiurban;Y
Male;No;0;No;41;35;16;37;1;Rural;Y
Male;Yes;2;No;48;14;16;37;1;Semiurban;Y
Male;Yes;3;No;44;19;17;37;0;Urban;Y
Female;No;0;nil;35;1;14;31;1;Rural;N
Female;No;1;No;29;16;10;19;1;Urban;Y
Female;No;0;No;33;1;4;37;1;Urban;Y
Male;Yes;0;No;112;1;14;19;1;Urban;Y
Male;No;0;No;29;19;13;37;1;Rural;Y
Male;Yes;0;No;27;23;16;37;1;Semiurban;Y
Male;Yes;2;No;39;1;10;49;1;Semiurban;Y
Male;Yes;1;No;28;19;12;37;1;Semiurban;Y
Male;Yes;0;No;40;33;21;37;1;Semiurban;Y
Male;Yes;0;No;32;13;9;37;1;Urban;Y
Male;Yes;0;No;146;1;44;37;1;Semiurban;Y
Female;Yes;0;No;41;1;13;37;nil;Rural;Y
Male;No;1;Yes;41;25;16;37;0;Urban;N
Male;Yes;0;No;40;8;12;19;1;Semiurban;Y
Male;Yes;2;No;24;10;8;37;1;Urban;Y
Female;No;0;No;19;17;6;37;1;Urban;Y
Male;Yes;0;No;207;1;nil;37;1;Rural;N
Male;No;0;No;32;31;9;37;1;Rural;Y
Female;No;0;Yes;26;18;10;37;1;Semiurban;N
Male;Yes;0;No;38;20;13;37;1;Rural;Y
Female;No;0;No;42;1;12;37;1;Semiurban;Y
Male;No;0;No;96;1;19;19;1;Rural;Y
Male;Yes;0;No;31;25;14;37;1;Rural;Y
Male;Yes;2;No;44;1;13;37;0;Semiurban;N
Male;Yes;2;No;32;16;14;37;1;Urban;Y
Female;No;nil;No;55;1;15;37;0;Urban;N
Male;Yes;0;No;24;34;18;37;1;Semiurban;Y
Male;Yes;3;nil;45;13;12;37;1;Urban;Y
Male;Yes;1;No;69;1;21;19;1;Semiurban;Y
Female;Yes;1;No;47;1;14;31;1;Urban;Y
Female;No;0;No;50;26;16;37;1;Rural;N
Male;Yes;1;No;21;30;12;37;1;Urban;N
Male;Yes;0;No;18;30;10;37;0;Urban;N
Male;Yes;nil;No;29;18;11;37;1;Semiurban;Y
Female;No;0;No;50;1;14;37;1;Rural;Y
Male;Yes;1;No;17;19;10;37;1;Urban;Y
Male;No;0;No;40;25;15;31;1;Rural;Y
Male;No;0;No;20;1;nil;37;1;Urban;N
Female;No;0;No;38;17;14;37;1;Rural;Y
Female;No;0;No;24;19;11;37;0;Urban;N
Male;No;0;No;203;1;49;37;1;Rural;N
Male;Yes;2;No;77;1;19;37;nil;Rural;Y
Female;No;0;No;30;1;9;37;1;Semiurban;Y
Male;No;0;No;30;25;12;37;1;Semiurban;Y
Female;No;0;No;26;1;6;37;1;Rural;Y
Male;Yes;2;Yes;58;1;15;37;nil;Rural;Y
nil;Yes;0;No;25;19;16;37;1;Rural;N
Male;Yes;1;No;34;17;12;37;1;Urban;Y
Male;Yes;2;No;38;1;13;37;1;Semiurban;Y
Male;Yes;0;No;21;22;9;37;nil;Urban;Y
Female;No;1;No;36;1;12;37;nil;Semiurban;Y
Male;Yes;1;Yes;100;1;16;37;1;Rural;N
Male;Yes;0;No;24;22;12;37;1;Semiurban;Y
Male;Yes;3;No;44;2;13;37;1;Semiurban;Y
Male;Yes;2;No;37;16;nil;37;1;Rural;Y
Female;No;0;No;32;30;14;37;nil;Rural;Y
Male;Yes;3;No;150;1;31;37;1;Rural;Y
Male;Yes;1;Yes;87;50;38;37;0;Rural;N
Male;No;0;No;50;1;14;37;0;Rural;Y
Male;Yes;0;Yes;59;22;19;19;1;Semiurban;Y
Female;Yes;0;No;44;25;12;19;1;Urban;N
Female;No;0;No;25;1;7;37;1;Urban;Y
Male;No;1;No;44;18;12;37;1;Urban;Y
Male;No;0;No;30;1;10;37;1;Semiurban;Y
Male;No;nil;No;29;1;8;37;1;Urban;Y
Male;Yes;0;nil;634;1;50;37;1;Urban;Y
nil;Yes;1;Yes;99;19;19;4;1;Urban;Y
Male;Yes;nil;Yes;56;45;8;37;1;Semiurban;Y
Male;Yes;1;nil;53;7;17;37;1;Rural;Y
Male;Yes;2;Yes;25;46;18;37;1;Rural;Y
Female;No;3;No;19;1;nil;37;0;Urban;N
Female;No;0;No;42;1;8;37;1;Semiurban;Y
Male;Yes;3;No;27;16;18;37;1;Rural;N
Female;No;0;No;24;1;5;37;1;Rural;N
Male;Yes;1;No;46;13;16;19;1;Urban;Y
Male;Yes;3;No;32;1;8;37;1;Semiurban;Y
Male;Yes;2;nil;26;24;13;37;1;Rural;Y
Male;Yes;0;No;25;25;17;37;1;Semiurban;Y
Male;Yes;nil;No;36;33;16;37;0;Rural;N
Male;Yes;2;No;31;22;13;37;1;Urban;Y
Male;Yes;0;No;64;46;26;37;nil;Semiurban;Y
Male;Yes;0;No;27;63;19;37;1;Rural;Y
Male;Yes;0;No;91;1;23;37;1;Semiurban;Y
Male;No;0;No;88;42;31;37;1;Rural;N
Male;Yes;3;No;27;21;10;37;1;Rural;Y
Female;Yes;0;Yes;55;1;11;37;0;Rural;N
Female;Yes;0;No;25;6;14;37;1;Semiurban;Y
Female;No;nil;No;39;1;12;37;1;Urban;Y
Male;Yes;2;No;84;32;17;37;1;Rural;Y
Male;Yes;1;No;39;1;7;37;1;Urban;N
Male;Yes;0;No;30;17;11;37;0;Urban;N
Male;Yes;3;No;52;32;21;37;1;Semiurban;Y
Female;No;1;No;48;1;9;37;1;Semiurban;N
Male;Yes;2;No;50;37;24;37;1;Semiurban;Y
Male;Yes;0;No;48;24;14;37;1;Urban;Y
Male;Yes;0;No;31;31;10;37;nil;Urban;Y
Male;No;0;Yes;69;1;15;37;1;Rural;Y
Male;No;0;No;63;1;14;49;1;Rural;N
Male;No;0;No;25;1;10;37;1;Semiurban;N
Male;No;0;No;52;1;13;9;0;Rural;N
Male;Yes;1;No;64;1;18;37;1;Semiurban;Y
Male;Yes;0;No;198;53;58;37;1;Rural;N
Female;No;0;Yes;158;1;6;37;1;Semiurban;Y
Male;Yes;2;No;52;1;16;37;1;Semiurban;Y
Male;Yes;2;Yes;94;79;39;37;1;Rural;Y
Male;No;1;No;31;20;12;37;0;Urban;N
Female;No;0;nil;28;15;12;37;1;Urban;Y
Male;Yes;0;No;49;10;13;37;1;Urban;Y
Male;Yes;3;No;88;50;14;37;1;Rural;Y
Male;Yes;0;No;44;1;14;9;nil;Semiurban;Y
Male;No;0;No;31;1;8;37;1;Urban;N
Male;Yes;2;No;54;1;14;37;1;Urban;Y
Male;Yes;0;nil;34;25;13;37;1;Semiurban;Y
Male;No;0;No;60;43;30;37;1;Semiurban;Y
Female;No;0;No;60;1;16;19;1;Urban;Y
Male;No;0;Yes;72;1;13;25;1;Urban;Y
Male;Yes;2;No;46;1;11;37;1;Urban;N
Male;No;1;nil;37;1;12;19;1;Urban;Y
Male;No;0;No;24;16;14;37;1;Semiurban;Y
Male;Yes;0;No;31;32;nil;37;0;Urban;N
Male;Yes;0;No;24;25;14;37;1;Urban;Y
Male;Yes;0;No;55;1;13;37;1;Rural;Y
Male;No;3;No;92;1;19;37;1;Rural;Y
Male;Yes;3;No;96;1;28;37;1;Rural;Y
Male;Yes;0;No;26;22;13;19;nil;Urban;Y
Male;Yes;2;No;20;17;12;37;1;Semiurban;Y
Male;Yes;2;No;31;14;12;37;1;Urban;Y
Male;Yes;2;No;33;5;14;37;nil;Semiurban;Y
Female;No;0;No;32;1;8;37;0;Urban;N
Male;Yes;0;No;31;15;10;19;1;Urban;Y
Male;No;0;No;40;17;11;37;1;Rural;Y
Female;No;0;No;15;18;11;37;0;Semiurban;N
Male;Yes;2;No;29;1;5;37;0;Urban;N
Male;No;0;No;28;1;7;37;1;Rural;N
Male;No;0;No;25;200;11;19;1;Semiurban;Y
Female;No;0;No;20;1;6;37;1;Semiurban;Y
Female;No;0;Yes;75;1;20;37;1;Rural;N
Female;No;0;No;46;1;12;37;1;Semiurban;Y
Male;Yes;0;No;22;24;12;37;1;Urban;Y
Female;No;0;No;23;1;7;31;1;Rural;Y
Male;Yes;1;No;83;1;16;37;0;Semiurban;N
Male;Yes;3;No;810;1;37;37;0;Rural;N
Female;No;1;Yes;39;1;7;37;1;Semiurban;N
Male;Yes;0;nil;63;1;17;37;nil;Urban;Y
Male;Yes;0;No;61;1;22;37;0;Rural;N
Male;Yes;0;No;23;21;12;37;1;Rural;Y
Female;Yes;0;No;22;33;18;37;0;Semiurban;N
Female;No;0;No;30;1;7;37;1;Urban;Y
Female;No;1;No;26;1;17;37;1;Urban;N
Male;Yes;2;Yes;16;200;24;37;1;Urban;N
Male;Yes;0;No;11;28;12;37;1;Rural;Y
Male;Yes;0;No;33;15;14;37;1;Semiurban;Y
Male;Yes;0;No;59;1;14;37;1;Rural;Y
Female;No;0;No;28;1;9;37;0;Urban;N
Male;Yes;0;No;19;18;11;37;1;Urban;Y
Male;Yes;1;No;73;17;12;37;0;Urban;N
Male;Yes;0;No;149;1;10;37;1;Semiurban;Y
Male;Yes;0;No;27;43;13;37;1;Rural;Y
Female;No;1;No;47;1;9;37;1;Rural;N
Male;Yes;2;No;60;1;14;37;1;Semiurban;Y
Male;Yes;0;No;30;1;9;37;1;Rural;Y
Male;No;0;No;28;1;7;9;1;Urban;Y
Female;No;1;Yes;87;1;16;37;1;Semiurban;Y
Male;No;0;No;65;1;11;2;0;Rural;N
Male;No;0;nil;129;1;41;37;1;Semiurban;Y
Male;Yes;0;No;25;24;15;37;1;Semiurban;Y
Male;No;0;No;38;1;11;49;1;Urban;Y
Female;nil;nil;No;101;1;nil;37;1;Semiurban;Y
Male;No;0;No;20;19;6;37;1;Semiurban;Y
Male;Yes;0;No;23;12;nil;37;1;Urban;Y
Male;No;0;Yes;105;1;19;31;0;Urban;N
Female;Yes;0;Yes;72;1;14;37;1;Rural;Y
Male;No;0;No;37;51;19;37;1;Semiurban;Y
Male;Yes;0;No;80;19;19;37;1;Rural;Y
Male;No;3;No;48;20;15;37;1;Semiurban;Y
Male;No;1;No;378;1;16;37;1;Semiurban;Y
Male;Yes;0;No;74;84;18;37;nil;Rural;Y
Male;Yes;1;Yes;35;13;14;37;1;Rural;Y
Male;Yes;2;No;47;1;12;37;1;Rural;Y
Male;Yes;0;nil;36;14;6;19;1;Rural;N
Male;Yes;2;No;34;18;16;37;0;Rural;N
Male;No;1;Yes;28;16;20;37;nil;Semiurban;N
Male;Yes;2;No;24;13;13;49;0;Rural;N
Male;Yes;2;No;20;15;7;37;nil;Urban;Y
Male;Yes;0;No;40;18;15;37;0;Rural;N
Male;Yes;0;No;25;25;10;37;0;Rural;Y
Male;No;0;Yes;71;1;9;37;1;Semiurban;Y
Male;Yes;2;No;39;1;10;37;1;Semiurban;Y
Male;Yes;0;No;44;1;12;37;1;Urban;Y
Male;Yes;0;No;38;26;18;37;1;Urban;N
Male;No;2;No;44;1;14;37;1;Rural;Y
Male;Yes;0;No;84;1;17;37;1;Semiurban;N
nil;Yes;0;Yes;21;41;17;37;nil;Semiurban;Y
Male;Yes;3;No;78;1;13;37;1;Urban;Y
Male;Yes;0;No;31;22;16;37;1;Rural;Y
Female;No;1;nil;52;1;14;37;1;Semiurban;Y
Male;No;0;No;42;1;10;37;0;Semiurban;N
Male;No;0;No;60;1;15;37;1;Rural;Y
Male;Yes;3;No;30;17;8;37;0;Urban;N
nil;Yes;0;No;167;1;12;37;1;Semiurban;Y
Female;Yes;2;nil;3;30;10;37;1;Semiurban;Y
Male;Yes;0;No;44;25;12;37;1;Urban;N
Male;Yes;1;Yes;35;21;17;37;1;Semiurban;Y
Male;Yes;1;No;27;15;12;37;0;Rural;N
Male;Yes;3;No;47;1;11;37;1;Semiurban;Y
Female;No;0;Yes;25;1;10;19;nil;Urban;Y
Male;No;2;No;56;47;17;19;1;Rural;Y
Male;Yes;2;Yes;166;11;16;37;1;Rural;Y
Male;Yes;2;No;67;18;24;37;1;Semiurban;Y
nil;Yes;2;No;29;19;14;37;0;Semiurban;N
Male;Yes;1;Yes;167;23;9;37;1;Semiurban;Y
Male;Yes;2;No;30;17;nil;37;1;Urban;N
Female;No;0;No;44;1;16;4;1;Rural;Y
Male;Yes;3;No;31;1;12;37;1;Rural;Y
Male;Yes;0;No;21;32;13;37;1;Semiurban;Y
Male;Yes;0;No;109;1;24;37;1;Semiurban;Y
Male;Yes;2;No;84;1;25;37;1;Semiurban;Y
Male;Yes;1;No;20;25;14;37;1;Rural;Y
Male;No;2;No;36;1;9;37;0;Rural;N
Male;Yes;1;No;184;1;51;37;1;Urban;N
Male;Yes;2;Yes;46;21;17;19;1;Semiurban;Y
Male;No;0;No;25;1;8;37;1;Urban;N
